file_name,Transcription Zipformer,Transcription whisper,WER
TTS_P91182TT_VCST_ECxxx_01_AO_48503281_v001_R004_CRR_MERLIon-CCS_segment_37_English.wav,OH ARE YOU TIRED,我 呀,1.0
TTS_P91182TT_VCST_ECxxx_01_AO_48503281_v001_R004_CRR_MERLIon-CCS_segment_38_English.wav,OKAY LETS GO THROUGH THESE ALL RIGHT,CAN YOU LETS GO TO THISALY,0.8571428571428571
TTS_P91182TT_VCST_ECxxx_01_AO_48503281_v001_R004_CRR_MERLIon-CCS_segment_39_English.wav,PEACE,WEEKS,1.0
TTS_P91182TT_VCST_ECxxx_01_AO_48503281_v001_R004_CRR_MERLIon-CCS_segment_40_English.wav,OH COOL,哦 不,1.0
TTS_P91182TT_VCST_ECxxx_01_AO_48503281_v001_R004_CRR_MERLIon-CCS_segment_41_English.wav,HE DROPPED THE BIGGER LEAF AGAIN AND HE STOOD UP,HE DREW THE BIG LEAF AGAIN AND HE STOOD UP,0.2
TTS_P91182TT_VCST_ECxxx_01_AO_48503281_v001_R004_CRR_MERLIon-CCS_segment_42_English.wav,AND REACH A LITTLE HIGHER,I WISH A LITTLE HIGHER,0.4
TTS_P91182TT_VCST_ECxxx_01_AO_48503281_v001_R004_CRR_MERLIon-CCS_segment_43_English.wav,WHAT IS HE GETTING,呃 WHAT IS HE AGAIN,0.5
TTS_P91182TT_VCST_ECxxx_01_AO_48503281_v001_R004_CRR_MERLIon-CCS_segment_45_English.wav,,嗯 无 论,
TTS_P91182TT_VCST_ECxxx_01_AO_48503281_v001_R004_CRR_MERLIon-CCS_segment_46_English.wav,PEACE PEACE,HES EATING ANOTHER,1.5
TTS_P91182TT_VCST_ECxxx_01_AO_48503281_v001_R004_CRR_MERLIon-CCS_segment_48_English.wav,NO,啊 咱 们,3.0
TTS_P91182TT_VCST_ECxxx_01_AO_48503281_v001_R004_CRR_MERLIon-CCS_segment_49_English.wav,SHES GETTING A BIG EARLY OKAY,HES GETTING A BIGGER LEAN OK,0.6666666666666666
TTS_P91182TT_VCST_ECxxx_01_AO_48503281_v001_R004_CRR_MERLIon-CCS_segment_52_English.wav,ARE YOU TIRED,嗯 OVER YOU CAN,1.0
TTS_P91182TT_VCST_ECxxx_01_AO_48503281_v001_R004_CRR_MERLIon-CCS_segment_54_English.wav,OKAY LETS FINISH THIS OKAY,OH YOU LETS ME THIS AGAIN,0.8
TTS_P91182TT_VCST_ECxxx_01_AO_48503281_v001_R004_CRR_MERLIon-CCS_segment_56_English.wav,HOORAY,嗯 嗯,2.0
TTS_P91182TT_VCST_ECxxx_01_AO_48503281_v001_R004_CRR_MERLIon-CCS_segment_58_English.wav,,嗯,
TTS_P91182TT_VCST_ECxxx_01_AO_48503281_v001_R004_CRR_MERLIon-CCS_segment_59_English.wav,OKAY ONE MORE MINUTE,可 以 往 后 面 呢,1.5
TTS_P91182TT_VCST_ECxxx_01_AO_48503281_v001_R004_CRR_MERLIon-CCS_segment_60_English.wav,ARE YOU READY,哦 又 忍 的 意 思,2.0
TTS_P91182TT_VCST_ECxxx_01_AO_48503281_v001_R004_CRR_MERLIon-CCS_segment_62_English.wav,TERIMA KASIH KERANA MENONTON,嗯 HE STORY OK,1.0
TTS_P91182TT_VCST_ECxxx_01_AO_48503281_v001_R004_CRR_MERLIon-CCS_segment_64_English.wav,,嗯,
TTS_P91182TT_VCST_ECxxx_01_AO_48503281_v001_R004_CRR_MERLIon-CCS_segment_67_English.wav,,然 后 别 人 家 务 行,
TTS_P91182TT_VCST_ECxxx_01_AO_48503281_v001_R004_CRR_MERLIon-CCS_segment_68_English.wav,KITA LIHAT APA YANG BERLAKU DENGAN HUJAN,E D WHAT HAPPENED TO THE RAIN,1.0
TTS_P91182TT_VCST_ECxxx_01_AO_48503281_v001_R004_CRR_MERLIon-CCS_segment_69_English.wav,THERES LIGHTNING,THIS LIGHTNING,0.5
TTS_P91182TT_VCST_ECxxx_01_AO_48503281_v001_R004_CRR_MERLIon-CCS_segment_70_English.wav,IS IT BECOMING A KIND OF SONG,IS IT BECOMING A FAMOUS OR,0.42857142857142855
TTS_P91182TT_VCST_ECxxx_01_AO_48503281_v001_R004_CRR_MERLIon-CCS_segment_72_English.wav,LOOK AT THIS AURA,LOOK AT THIS ARRANGE,0.25
TTS_P91182TT_VCST_ECxxx_01_AO_48503281_v001_R004_CRR_MERLIon-CCS_segment_73_English.wav,LOOK AT HIS FACE HES SO TERRIFIED,AND LOOKING HIS FACE IS SO TERRIFY,0.5714285714285714
TTS_P91182TT_VCST_ECxxx_01_AO_48503281_v001_R004_CRR_MERLIon-CCS_segment_74_English.wav,ITS SO TERRIFYING,ITS SO VERY,0.3333333333333333
TTS_P91182TT_VCST_ECxxx_01_AO_48503281_v001_R004_CRR_MERLIon-CCS_segment_75_English.wav,AND THEN HES STARTING TO THROW AWAY THE BIG LEAF AND HES WALKING AWAY,AND THAT HE STOPPING TO GO AWAY THE BELIEF IS WALKING AWAY,0.5714285714285714
TTS_P91182TT_VCST_ECxxx_01_AO_48503281_v001_R004_CRR_MERLIon-CCS_segment_77_English.wav,BYE,嗯,1.0
TTS_P91182TT_VCST_ECxxx_01_AO_48503281_v001_R004_CRR_MERLIon-CCS_segment_79_English.wav,OKAY,OK,1.0
TTS_P91182TT_VCST_ECxxx_01_AO_48503281_v001_R004_CRR_MERLIon-CCS_segment_80_English.wav,I LOVE YOU,然 后 LUCKY,1.0
TTS_P91182TT_VCST_ECxxx_01_AO_48503281_v001_R004_CRR_MERLIon-CCS_segment_81_English.wav,AS HE WALKED AWAY WHAT DID HE SEE,AND SHE WALKED AWAY WHAT DID HE SEE,0.25
TTS_P91182TT_VCST_ECxxx_01_AO_48503281_v001_R004_CRR_MERLIon-CCS_segment_82_English.wav,WOW LIHATLAH BENDA WARNA PINK ITU,比 娃 为 了 都 SING COLOURSING,1.1666666666666667
TTS_P91182TT_VCST_ECxxx_01_AO_48503281_v001_R004_CRR_MERLIon-CCS_segment_83_English.wav,SINCE LOOKING AT THEM,IT IS LOOKING HERE THAN,1.0
TTS_P91182TT_VCST_ECxxx_01_AO_48503281_v001_R004_CRR_MERLIon-CCS_segment_84_English.wav,AND LOOKING TO ITS DAY,AND WALKING TO THE STORE,0.6
TTS_P91182TT_VCST_ECxxx_01_AO_48503281_v001_R004_CRR_MERLIon-CCS_segment_85_English.wav,DAN DIA BERDIRI DI BAWAH SALAH SEORANG DARIPADANYA,AND THEN HE STOOD UNDER ONE OF THEM,1.0
TTS_P91182TT_VCST_ECxxx_01_AO_48503281_v001_R004_CRR_MERLIon-CCS_segment_86_English.wav,HE LOOKS LIKE AN UMBRELLA,HE LOOKS LIKE AN UMBRELLA,0.0
TTS_P91182TT_VCST_ECxxx_01_AO_48503281_v001_R004_CRR_MERLIon-CCS_segment_88_English.wav,IM NOT SURE WHY HES DEAD,EXPERIENCE,1.0
TTS_P91182TT_VCST_ECxxx_01_AO_48503281_v001_R004_CRR_MERLIon-CCS_segment_89_English.wav,OKAY NEXT,OKMINIX,1.0
TTS_P91182TT_VCST_ECxxx_01_AO_48503281_v001_R004_CRR_MERLIon-CCS_segment_91_English.wav,,美 国,
TTS_P91182TT_VCST_ECxxx_01_AO_48503281_v001_R004_CRR_MERLIon-CCS_segment_92_English.wav,WOO,MOOD,1.0
TTS_P91182TT_VCST_ECxxx_01_AO_48503281_v001_R004_CRR_MERLIon-CCS_segment_93_English.wav,LOOK AT WHAT HES DOING,嗯,1.0
TTS_P91182TT_VCST_ECxxx_01_AO_48503281_v001_R004_CRR_MERLIon-CCS_segment_94_English.wav,WE THOUGHT IT WAS AN UMBRELLA AND A HEAT POPUP,HE THOUGHT HE WAS AN UMBRELLA AND A HEAT PAUPER OF,0.4
TTS_P91182TT_VCST_ECxxx_01_AO_48503281_v001_R004_CRR_MERLIon-CCS_segment_95_English.wav,IT LOOKS LIKE A FLAMINGO NOW,IT IT LOOKS LIKE FLAMING WATER NOW,0.5
TTS_P91182TT_VCST_ECxxx_01_AO_48503281_v001_R004_CRR_MERLIon-CCS_segment_96_English.wav,AND LOOK AT THE AROUND WITH THAT,NOW YOU LOOK AT ALL AROUND WITH THAT,0.42857142857142855
TTS_P91182TT_VCST_ECxxx_01_AO_48503281_v001_R004_CRR_MERLIon-CCS_segment_98_English.wav,HE LOOKS A LITTLE SCARED,HE LOOKS A LITTLE SCARED,0.0
TTS_P91182TT_VCST_ECxxx_01_AO_48503281_v001_R004_CRR_MERLIon-CCS_segment_99_English.wav,BYE,嗯,1.0
TTS_P91182TT_VCST_ECxxx_01_AO_48503281_v001_R004_CRR_MERLIon-CCS_segment_100_English.wav,AND HES STARTING TO WALK AWAY WHILE ITS STILL RAINING,AND HES BEDDING TO WALK AWAY WHILE ITS BEEN RAINING,0.2
TTS_P91182TT_VCST_ECxxx_01_AO_48503281_v001_R004_CRR_MERLIon-CCS_segment_102_English.wav,OKAY NEXT,OPINIONS,1.0
TTS_P91182TT_VCST_ECxxx_01_AO_48503281_v001_R004_CRR_MERLIon-CCS_segment_103_English.wav,AWW,FOR,1.0
TTS_P91182TT_VCST_ECxxx_01_AO_48503281_v001_R004_CRR_MERLIon-CCS_segment_105_English.wav,OKAY,哦 可 以,3.0
TTS_P91182TT_VCST_ECxxx_01_AO_48503281_v001_R004_CRR_MERLIon-CCS_segment_106_English.wav,OH DAN DIA MULA BERJALAN KE ARAH OBJEK LAIN YANG NAMPAK SEPERTI PENYELAMAT UNTUK DIA,OH AND HE STUDYING THE WORK WAS OTHER OBJECTS THAT SEEMS LIKE SHOULDER FOR HIM,0.9333333333333333
TTS_P91182TT_VCST_ECxxx_01_AO_48503281_v001_R004_CRR_MERLIon-CCS_segment_109_English.wav,LOOK AT THE GREEN COLOR,你 别 再 归 开 来 了,1.4
TTS_P91182TT_VCST_ECxxx_01_AO_48503281_v001_R004_CRR_MERLIon-CCS_segment_110_English.wav,LOOK AT THIS,HAVE THE GIVEN,1.0
TTS_P91182TT_VCST_ECxxx_01_AO_48503281_v001_R004_CRR_MERLIon-CCS_segment_111_English.wav,OKAY AND HE WALKS OVER,OKAY AND HE WAS OVER,0.2
TTS_P91182TT_VCST_ECxxx_01_AO_48503281_v001_R004_CRR_MERLIon-CCS_segment_112_English.wav,DAN DIA BERADA DI BAWAH SALAH SATUNYA,AND HE STANDS UNDER ONE OF YOU,1.0
TTS_P91182TT_VCST_ECxxx_01_AO_48503281_v001_R004_CRR_MERLIon-CCS_segment_113_English.wav,OKAY NEXT,OK,1.0
TTS_P91182TT_VCST_ECxxx_01_AO_48503281_v001_R004_CRR_MERLIon-CCS_segment_114_English.wav,OH DIA MENEMBUS KAKI ELEFANT LIHATLAH ITU,OH HES HUGGING THE NAME OF ANYONE TODAY,1.0
TTS_P91182TT_VCST_ECxxx_01_AO_48503281_v001_R004_CRR_MERLIon-CCS_segment_116_English.wav,OKAY,OK,1.0
TTS_P91182TT_VCST_ECxxx_01_AO_48503281_v001_R004_CRR_MERLIon-CCS_segment_117_English.wav,THANK YOU,嗯,1.0
TTS_P91182TT_VCST_ECxxx_01_AO_48503281_v001_R004_CRR_MERLIon-CCS_segment_119_English.wav,AW ARE YOU PLAYING,哦 哇 又 快 呀,1.25
TTS_P91182TT_VCST_ECxxx_01_AO_48503281_v001_R004_CRR_MERLIon-CCS_segment_120_English.wav,OKAY,嗯 行,2.0
TTS_P91182TT_VCST_ECxxx_01_AO_48503281_v001_R004_CRR_MERLIon-CCS_segment_121_English.wav,ITS OKAY ALL RIGHT,SOKY ALL RIGHT,0.5
TTS_P91182TT_VCST_ECxxx_01_AO_48503281_v001_R004_CRR_MERLIon-CCS_segment_122_English.wav,HES HUGGING A LEG OF AN ELEPHANT,BESIDE IN THE LEAGUE OF ELEPHANT,0.7142857142857143
TTS_P91182TT_VCST_ECxxx_01_AO_48503281_v001_R004_CRR_MERLIon-CCS_segment_124_English.wav,ALL RIGHT,ALL RIGHT,0.0
TTS_P91182TT_VCST_ECxxx_01_AO_48503281_v001_R004_CRR_MERLIon-CCS_segment_125_English.wav,AND THE ELEPHANT IS LOOKING AT HIM,AND ELEPHANT IS LOOKING AT HIM,0.14285714285714285
TTS_P91182TT_VCST_ECxxx_01_AO_48503281_v001_R004_CRR_MERLIon-CCS_segment_126_English.wav,OKAY THE ORANGUTAN SEEMS LIKE HES SCARED,OK THE OLD ONE WOULD DANCINGS LIKE HIS SKIN IS A,1.2857142857142858
TTS_P91182TT_VCST_ECxxx_01_AO_48503281_v001_R004_CRR_MERLIon-CCS_segment_128_English.wav,OKAY,L K 肯 定 是 像,6.0
TTS_P91182TT_VCST_ECxxx_01_AO_48503281_v001_R004_CRR_MERLIon-CCS_segment_130_English.wav,,哎,
TTS_P91182TT_VCST_ECxxx_01_AO_48503281_v001_R004_CRR_MERLIon-CCS_segment_131_English.wav,THANK YOU,填,1.0
TTS_P91182TT_VCST_ECxxx_01_AO_48503281_v001_R004_CRR_MERLIon-CCS_segment_133_English.wav,LETS GO TO THE NEXT PAGE,LASTATION,1.0
TTS_P91182TT_VCST_ECxxx_01_AO_48503281_v001_R004_CRR_MERLIon-CCS_segment_134_English.wav,OH PULL AROUND WITH THAT,然 后 PULL OVER WITH,0.8
TTS_P91182TT_VCST_ECxxx_01_AO_48503281_v001_R004_CRR_MERLIon-CCS_segment_135_English.wav,AND HES JUST WALKING IN THE ROOM,AND HES JUST WORKING IN THE,0.2857142857142857
TTS_P91182TT_VCST_ECxxx_01_AO_48503281_v001_R004_CRR_MERLIon-CCS_segment_137_English.wav,,对,
TTS_P91182TT_VCST_ECxxx_01_AO_48503281_v001_R004_CRR_MERLIon-CCS_segment_138_English.wav,NO PEOPLE SHOUTING,嗯 合 适 啊 那 个,2.0
TTS_P91182TT_VCST_ECxxx_01_AO_48503281_v001_R004_CRR_MERLIon-CCS_segment_139_English.wav,,嗯,
TTS_P91182TT_VCST_ECxxx_01_AO_48503281_v001_R004_CRR_MERLIon-CCS_segment_140_English.wav,ARE YOU OKAY,L C,1.0
TTS_P91182TT_VCST_ECxxx_01_AO_48503281_v001_R004_CRR_MERLIon-CCS_segment_142_English.wav,OKAY YOU WANT TO SLEEP NOW,HE WANT TO SPEAK 啊,0.6666666666666666
TTS_P91182TT_VCST_ECxxx_01_AO_48503281_v001_R004_CRR_MERLIon-CCS_segment_143_English.wav,,哎 呀,
TTS_P91182TT_VCST_ECxxx_01_AO_48503281_v001_R004_CRR_MERLIon-CCS_segment_144_English.wav,,百 分,
TTS_P91182TT_VCST_ECxxx_01_AO_48503281_v001_R004_CRR_MERLIon-CCS_segment_145_English.wav,I THINK THE STORY IS FINISHING,I THINK THE STORY FISHING,0.3333333333333333
TTS_P91182TT_VCST_ECxxx_01_AO_48503281_v001_R004_CRR_MERLIon-CCS_segment_147_English.wav,EVERY FRIDAY AT 8PM,唉 喜 欢 什 么 呀,1.5
TTS_P91182TT_VCST_ECxxx_01_AO_48503281_v001_R004_CRR_MERLIon-CCS_segment_148_English.wav,,嗯,
TTS_P91182TT_VCST_ECxxx_01_AO_48503281_v001_R004_CRR_MERLIon-CCS_segment_151_English.wav,AND SO SHOUT OUT TO,AS SHE SHALL FEEL,1.0
TTS_P91182TT_VCST_ECxxx_01_AO_48503281_v001_R004_CRR_MERLIon-CCS_segment_152_English.wav,YEAH YO,哎 呦,1.0
TTS_P91182TT_VCST_ECxxx_01_AO_48503281_v001_R004_CRR_MERLIon-CCS_segment_153_English.wav,OKAY OKAY OKAY OKAY YOURE TIRED RIGHT,LOOK HERE CARE OK 别 翻 译 RIGHT,1.0
TTS_P91182TT_VCST_ECxxx_01_AO_48503281_v001_R004_CRR_MERLIon-CCS_segment_155_English.wav,OKAY SEE YOU NOW,OK NOW,0.75
TTS_P91182TT_VCST_ECxxx_01_AO_48503281_v001_R004_CRR_MERLIon-CCS_segment_156_English.wav,THE RAIN HAS STOPPED,THE RAIN HAS FALLEN,0.25
TTS_P91182TT_VCST_ECxxx_01_AO_48503281_v001_R004_CRR_MERLIon-CCS_segment_157_English.wav,FPS TEAM IN THE CENTER COMES WITH YOU,HE AND THE SUNSHINE,0.875
TTS_P91182TT_VCST_ECxxx_01_AO_48503281_v001_R004_CRR_MERLIon-CCS_segment_158_English.wav,THANK YOU,代 理,1.0
TTS_P91182TT_VCST_ECxxx_01_AO_48503281_v001_R004_CRR_MERLIon-CCS_segment_160_English.wav,OKAY,嗯 可 以,3.0
TTS_P91182TT_VCST_ECxxx_01_AO_48503281_v001_R004_CRR_MERLIon-CCS_segment_161_English.wav,THE END,BE AS,1.0
TTS_P91182TT_VCST_ECxxx_01_AO_48503281_v001_R004_CRR_MERLIon-CCS_segment_163_English.wav,GOOD JOB,OKAY THE JAR OF,2.0
TTS_P91182TT_VCST_ECxxx_01_AO_48503281_v001_R004_CRR_MERLIon-CCS_segment_164_English.wav,,啊,
TTS_P91182TT_VCST_ECxxx_02_AO_42311225_v001_R004_CRR_MERLIon-CCS_segment_165_English.wav,ALL RIGHT Z,UNRAZING,1.0
TTS_P91182TT_VCST_ECxxx_02_AO_42311225_v001_R004_CRR_MERLIon-CCS_segment_166_English.wav,BOLEH AWAK LIHAT GAMBAR INI,CAN YOU SEE THIS POOR GIRL,1.2
TTS_P91182TT_VCST_ECxxx_02_AO_42311225_v001_R004_CRR_MERLIon-CCS_segment_167_English.wav,SO THIS PICTURE IS A PICTURE,THIS PICTURE IS A PICTURE,0.16666666666666666
TTS_P91182TT_VCST_ECxxx_02_AO_42311225_v001_R004_CRR_MERLIon-CCS_segment_168_English.wav,DAN ADA BANYAKBANYAK ORANG DI DALAM,AND THERES MANY MANY PEOPLE INSIDE,1.0
TTS_P91182TT_VCST_ECxxx_02_AO_42311225_v001_R004_CRR_MERLIon-CCS_segment_169_English.wav,SEE YOU LATER,CLEAN,1.0
TTS_P91182TT_VCST_ECxxx_02_AO_42311225_v001_R004_CRR_MERLIon-CCS_segment_170_English.wav,LETS START FROM HERE LOOK AT THIS THIS GUY,LETS UP FROM HERE LOOK AT THIS THIS GUY,0.1111111111111111
TTS_P91182TT_VCST_ECxxx_02_AO_42311225_v001_R004_CRR_MERLIon-CCS_segment_171_English.wav,HES WRITING ON WHAT IS THIS,HES WRITING ON WHAT IS THIS,0.0
TTS_P91182TT_VCST_ECxxx_02_AO_42311225_v001_R004_CRR_MERLIon-CCS_segment_172_English.wav,BICYCLE WE RIDE BICYCLE TOO RIGHT,BICKER WE WRITE BICKER TO REST,0.8333333333333334
TTS_P91182TT_VCST_ECxxx_02_AO_42311225_v001_R004_CRR_MERLIon-CCS_segment_173_English.wav,GRAB BICYCLE TO SCHOOL,WOULD YOU BETCY GO TO SCHOOL,1.0
TTS_P91182TT_VCST_ECxxx_02_AO_42311225_v001_R004_CRR_MERLIon-CCS_segment_174_English.wav,AND YOU SEE IN FRONT YOU LIKE IT,AND YOU SEE IN FRIEND YOU LIKE IT,0.125
TTS_P91182TT_VCST_ECxxx_02_AO_42311225_v001_R004_CRR_MERLIon-CCS_segment_175_English.wav,RIGHT,人,1.0
TTS_P91182TT_VCST_ECxxx_02_AO_42311225_v001_R004_CRR_MERLIon-CCS_segment_176_English.wav,AND LOOK AT HERE OVER AT THE PEDESTRIAN CROSSING,AND GET HERE OVER AT THE PEDATION CROSSING,0.3333333333333333
TTS_P91182TT_VCST_ECxxx_02_AO_42311225_v001_R004_CRR_MERLIon-CCS_segment_177_English.wav,SOMEONE IS CROSSING THE TRAFFIC LIGHT,SOMEONE IS CROSSING THE TRAFFIC LINE,0.16666666666666666
TTS_P91182TT_VCST_ECxxx_02_AO_42311225_v001_R004_CRR_MERLIon-CCS_segment_178_English.wav,THIS IS A LADY WITH LONG HAIR,IT IS A LADY WITH LONG HANDS,0.2857142857142857
TTS_P91182TT_VCST_ECxxx_02_AO_42311225_v001_R004_CRR_MERLIon-CCS_segment_179_English.wav,SHES HOLDING ON TO A SUITCASE,SHES HOLDING ON TO A SUIT CASE,0.3333333333333333
TTS_P91182TT_VCST_ECxxx_02_AO_42311225_v001_R004_CRR_MERLIon-CCS_segment_180_English.wav,MAYBE SHES A TAURIS,SMASH IS A TORY,0.75
TTS_P91182TT_VCST_ECxxx_02_AO_42311225_v001_R004_CRR_MERLIon-CCS_segment_181_English.wav,MAYBE SHES TRAVELING HERE,SHE WISHES TRAVELLING HERE,0.75
